0.4673;0.1305;0.6159;
0.0041;0.007;0.014;
0.0016;0.0053;0.0086;
0.0016;0.0017;0.0045;
0.0017;0.0016;0.0041;
1.1931;0.00329999999999986;1.1988;
0.0017;0.4856;0.489;
0.0029;0.0045;0.0086;
0.0017;0.0016;0.0045;
0.0012;0.002;0.1974;
0.0024;0.0029;0.007;
0.002;0.0045;0.0074;
0.0016;0.0033;0.0057;
0.0017;0.0033;0.0058;
0.0016;0.0033;0.0061;
0.0017;0.0016;0.0041;
0.0013;0.0558;0.0592;
0.0025;0.0028;0.0061;
0.0024;0.005;0.0082;
0.0016;0.0017;0.0041;
0.0012;0.0017;0.0037;
0.0012;0.0021;0.0045;
0.0025;0.0016;0.0049;
0.0017;0.0028;0.0058;
0.0016;0.0016;0.0041;
0.0012;0.0016;0.0037;
0.0012;0.0012;0.0032;
0.0016;0.0017;0.0041;
0.0024;0.0041;0.0074;
0.0205;0.0012;0.0225;
0.0013;0.0033;0.0058;
0.032;0.0016;0.0353;
0.0016;0.0021;0.0119;
0.0156;0.0489;0.0661;
0.0021;0.002;0.005;
0.0012;0.0016;0.0037;
0.0013;0.0033;0.0054;
0.0016;0.0017;0.0041;
0.0016;0.0029;0.0053;
0.0168;0.0013;0.0189;
0.0012;0.0013;0.0033;
0.0021;0.0016;0.0045;
0.0017;0.0012;0.0041;
0.0017;0.0016;0.0041;
0.0012;0.0042;0.0062;
0.0016;0.0033;0.0057;
0.0017;0.0028;0.0053;
0.0017;0.0016;0.0046;
0.0012;0.0016;0.0032;
0.0012;0.0016;0.0037;
0.0013;0.0012;0.0033;
0.0013;0.0032;0.007;
0.0017;0.0016;0.0041;
0.0016;0.0017;0.0041;
0.0016;0.0017;0.0041;
0.0013;0.002;0.0041;
0.0017;0.0016;0.0041;
0.0013;0.0032;0.0054;
0.0225;0.0029;0.0262;
0.0017;0.0016;0.0037;
0.0017;0.0024;0.0049;
0.0017;0.0016;0.0042;
0.0013;0.0033;0.0054;
0.0016;0.0033;0.0057;
0.0361;0.0033;0.0403;
0.0588;0.0012;0.0612;
0.0012;0.0013;0.0033;
0.0017;0.0012;0.0037;
0.0013;0.002;0.0042;
0.1133;0.002;0.1166;
0.0017;0.0045;0.007;
0.186;0.00209999999999999;0.1897;
0.0017;0.0016;0.0041;
0.0017;0.0012;0.0037;
0.0012;0.0016;0.0036;
0.0013;0.0012;0.0033;
0.0284;0.0012;0.0304;
0.0012;0.0017;0.0037;
0.0012;0.0017;0.0037;
0.0016;0.0012;0.0037;
0.0012;0.0012;0.0037;
0.0427;0.0578;0.1022;
0.0591;0.0021;0.0624;
0.0012;0.0017;0.0037;
0.0013;0.0037;0.0058;
0.0012;0.0016;0.0037;
0.0016;0.0017;0.0041;
0.0016;0.0025;0.0049;
0.0308;0.0016;0.0332;
0.0013;0.0033;0.0054;
0.002;0.0041;0.0069;
0.092;0.0037;0.0965;
0.1088;0.00330000000000001;0.1129;
0.3186;0.00540000000000002;0.3248;
0.3194;0.00409999999999999;0.3243;
0.3552;0.00329999999999997;0.3597;
0.0016;0.0033;0.0061;
0.0017;0.0028;0.0169;
0.0016;0.0041;0.0065;
0.1018;0.0062;0.1088;
0.6602;0.00160000000000005;0.6635;
0.0012;0.0033;0.0053;
0.0017;0.0016;0.0041;
0.0017;0.0037;0.0058;
0.0012;0.0012;0.0033;
0.0012;0.0016;0.0037;
0.0024;0.0013;0.0045;
0.0012;0.0016;0.0037;
0.0012;0.0016;0.0037;
0.0012;0.0016;0.0036;
0.0013;0.0016;0.0037;
0.0013;0.0016;0.0037;
0.0013;0.0016;0.0037;
0.0012;0.0013;0.0033;
0.0912;0.00159999999999999;0.0936;
0.0013;0.0012;0.0033;
0.0012;0.0013;0.0033;
0.0012;0.0021;0.0041;
0.0435;0.0016;0.0464;
0.0012;0.0016;0.0037;
0.0012;0.0016;0.0037;
0.0012;0.0016;0.0037;
0.0012;0.0017;0.0037;
0.0016;0.0012;0.0037;
0.0012;0.0016;0.0037;
0.0013;0.0016;0.0037;
0.0012;0.0017;0.0037;
0.0016;0.0029;0.0053;
0.1203;0.00169999999999999;0.1228;
0.0012;0.0025;0.0045;
0.0012;0.0017;0.0037;
0.0016;0.0017;0.0041;
0.0016;0.0021;0.0045;
0.0012;0.0017;0.0037;
0.0644;0.00170000000000001;0.0669;
0.0016;0.0013;0.0037;
0.0012;0.0013;0.0033;
0.0012;0.0016;0.0037;
0.0016;0.0016;0.0041;
0.0012;0.0037;0.0057;
0.0674;0.0016;0.0698;
0.0017;0.0032;0.0058;
0.0016;0.0029;0.0053;
0.0727;0.00319999999999999;0.0768;
0.0012;0.0016;0.0037;
0.0012;0.0033;0.0053;
0.0801;0.00119999999999999;0.0825;
0.0017;0.0033;0.0058;
0.0497;0.0037;0.0542;
0.0016;0.0017;0.0045;
0.0016;0.0029;0.0053;
0.0016;0.0013;0.0037;
0.0016;0.0033;0.007;
0.0509;0.0033;0.055;
0.0024;0.0017;0.0053;
0.0012;0.0033;0.0053;
0.0016;0.0041;0.0065;
0.0017;0.0012;0.0041;
0.0017;0.0016;0.0041;
0.0522;0.0012;0.0542;
0.0013;0.0032;0.0054;
0.0025;0.0033;0.0066;
0.0012;0.0033;0.0053;
0.0871;0.00370000000000001;0.0916;
0.0016;0.0046;0.007;
0.0554;0.0041;0.0603;
0.0017;0.0032;0.0054;
0.055;0.0016;0.0574;
0.0013;0.0041;0.0062;
0.3194;0.00329999999999997;0.3235;
0.0017;0.0028;0.0054;
0.0016;0.0041;0.0065;
0.0016;0.0041;0.0066;
0.5259;0.00409999999999999;0.5308;
1.0839;0.0048999999999999;1.0896;
1.1696;0.00490000000000013;1.1758;
0.0017;0.002;0.0045;
0.0016;0.0037;0.0061;
0.0017;0.0041;0.0066;
0.0016;0.0021;0.0045;
0.0016;0.0025;0.0049;
0.0017;0.0016;0.0041;
0.0017;0.002;0.0046;
0.0057;0.0021;0.009;
0.0017;0.0016;0.0041;
0.0013;0.0016;0.0037;
0.0017;0.0045;0.007;
0.0599;0.0013;0.0624;
0.0016;0.0037;0.0061;
0.0017;0.0041;0.0066;
0.0899;0.00330000000000001;0.094;
0.0012;0.0033;0.0054;
0.0013;0.0016;0.0037;
0.0013;0.0028;0.005;
0.0012;0.0016;0.0037;
0.0013;0.0012;0.0033;
0.0013;0.0016;0.0037;
0.0021;0.0016;0.0045;
0.0017;0.0012;0.0037;
0.0013;0.0016;0.0041;
0.0025;0.002;0.0054;
0.0016;0.0025;0.0049;
0.0012;0.0021;0.0041;
0.0632;0.00159999999999999;0.0657;
0.0016;0.0013;0.0037;
0.0012;0.0012;0.0033;
0.0012;0.0016;0.0036;
0.0021;0.0016;0.0045;
0.0013;0.0016;0.0037;
0.0017;0.0016;0.0041;
0.0017;0.002;0.0045;
0.0017;0.0016;0.0041;
0.0013;0.002;0.0041;
0.0017;0.0033;0.0054;
0.0016;0.0016;0.0041;
0.0016;0.0037;0.0061;
0.0017;0.0036;0.0062;
0.3009;0.00169999999999998;0.3034;
0.0016;0.0013;0.0037;
0.002;0.0013;0.0041;
0.0012;0.0017;0.0037;
0.0012;0.0017;0.0037;
0.0685;0.0033;0.0726;
0.1068;0.00159999999999999;0.1096;
0.0013;0.0033;0.0288;
0.0016;0.0017;0.0041;
0.0012;0.0017;0.0037;
0.0016;0.0012;0.0037;
0.0012;0.0012;0.0032;
0.0013;0.0016;0.0037;
0.0714;0.00169999999999999;0.0739;
0.4791;0.00369999999999998;0.4836;
0.0013;0.002;0.0037;
0.0017;0.0028;0.0054;
0.0012;0.0016;0.0037;
0.0012;0.0016;0.0036;
0.0727;0.00119999999999999;0.0752;
0.0012;0.0025;0.0045;
0.0012;0.0016;0.0037;
0.0734;0.0013;0.0755;
0.0013;0.0012;0.0033;
0.0012;0.0017;0.0037;
0.0012;0.0013;0.0033;
0.0012;0.0016;0.0037;
0.0012;0.0025;0.0045;
0.0016;0.0016;0.0041;
0.0012;0.0016;0.0036;
0.0013;0.0041;0.0062;
0.0016;0.0017;0.0041;
0.0012;0.0033;0.0049;
0.0012;0.0017;0.0037;
0.202;0.00159999999999999;0.2049;
0.0012;0.0033;0.0053;
0.0017;0.0016;0.0041;
0.0021;0.0016;0.0045;
0.0013;0.0012;0.0041;
